260	1213.572	1280.784
261	1683.660	1459.884
262	1689.196	1466.210
263	1708.964	1454.349
264	1667.846	1606.169
265	1653.613	1642.542
266	1591.936	1693.940
267	1572.168	1636.217
268	1599.843	1624.356
269	1618.030	1603.797
270	1546.074	1627.519
271	1541.329	1832.713
272	1617.239	1825.596
273	1230.573	1717.662
274	1251.922	1761.943
275	1293.831	1749.291
276	1492.304	1586.401
277	1485.978	1604.587
278	1403.742	1610.123
279	1425.092	1617.239
280	1351.554	1586.401
281	1363.415	1569.795
282	1294.622	1604.587
283	1272.481	1656.776
284	1251.922	1661.520
285	1232.945	1673.381
286	1256.667	1685.242
287	1346.019	1552.399
288	1395.835	1538.957
289	1445.651	1572.168
290	1286.714	1633.054
291	1278.807	1557.935
292	1227.410	1528.678
293	1261.411	1498.630
294	1270.900	1524.724
295	1448.814	1526.305
296	1543.701	1507.328
297	1579.284	1411.254
298	1232.154	1422.324
299	1247.178	1397.021
300	1256.667	1354.322
301	1250.341	1364.601
302	1231.363	1310.832
303	1338.902	1324.274
304	1384.765	1362.229
305	1455.140	1381.206
306	1463.047	1414.417
307	1483.606	1462.652
308	1474.908	1472.140
309	1561.888	1454.744
310	1538.166	1468.187
311	1542.911	1542.515
312	1394.254	1454.744
313	1320.716	1393.067
314	1317.553	1463.442
315	1274.853	1411.254
316	1257.457	1432.604
317	1364.206	1407.301
318	1286.714	1482.420
319	1444.860	1454.744
320	1441.697	1490.327
321	1444.069	1506.932
322	1593.517	1538.957
323	1847.341	1484.792
324	1828.364	1513.258
325	1852.086	1567.819
326	1878.971	1521.956
327	1143.592	1373.299
328	930.886	1312.413
329	993.354	1236.108
330	1152.290	1353.136
